# PIMCID: a48c7b1e-9699-4db5-b21f-f7eaecb6ffec
#              K               V               E            E_mu             K/N             V/N             E/N               N             N^2         density
  4.24824808E+02 -6.56532147E+02 -2.31707339E+02 -5.70567193E+01  1.60535075E+01 -2.71544639E+01 -1.11009564E+01  2.42570306E+01  5.92068035E+02  2.52122535E-02
  4.74700881E+02 -6.57099723E+02 -1.82398842E+02 -5.95973852E+00  1.82167244E+01 -2.68900007E+01 -8.67327631E+00  2.45054310E+01  6.03691207E+02  2.54704358E-02
  4.62939285E+02 -6.56883729E+02 -1.93944444E+02 -1.77750989E+01  1.76314869E+01 -2.69321979E+01 -9.30071107E+00  2.44679646E+01  6.01818407E+02  2.54314940E-02
  4.63400653E+02 -6.32660829E+02 -1.69260176E+02  2.08997821E+00  1.78790084E+01 -2.66864043E+01 -8.80739589E+00  2.37986325E+01  5.70063248E+02  2.47358041E-02
  5.23893248E+02 -6.47808306E+02 -1.23915058E+02  5.23832026E+01  2.01559327E+01 -2.65380077E+01 -6.38207500E+00  2.44858696E+01  6.02659870E+02  2.54501040E-02
  4.91460831E+02 -6.49822101E+02 -1.58361270E+02  1.72995713E+01  1.87534969E+01 -2.67234621E+01 -7.96996515E+00  2.43973391E+01  5.99069013E+02  2.53580872E-02
  4.77100180E+02 -6.26133379E+02 -1.49033199E+02  2.21612327E+01  1.85370305E+01 -2.64290712E+01 -7.89204071E+00  2.37770044E+01  5.68885022E+02  2.47133243E-02
  4.86268403E+02 -6.30438127E+02 -1.44169724E+02  2.75642316E+01  1.87642072E+01 -2.65446513E+01 -7.78044407E+00  2.38519383E+01  5.72450352E+02  2.47912091E-02
  4.57494763E+02 -6.35461284E+02 -1.77966521E+02 -5.97792961E+00  1.76918092E+01 -2.66978151E+01 -9.00600591E+00  2.38873043E+01  5.74200435E+02  2.48279678E-02
  4.66176004E+02 -6.85547810E+02 -2.19371806E+02 -3.86912996E+01  1.74771353E+01 -2.73956685E+01 -9.91853311E+00  2.50945148E+01  6.32781772E+02  2.60827172E-02
  4.82145849E+02 -6.62504322E+02 -1.80358473E+02 -3.19930993E+00  1.83735482E+01 -2.70020637E+01 -8.62851549E+00  2.46054393E+01  6.08528703E+02  2.55743823E-02
  5.12423275E+02 -6.58579594E+02 -1.46156319E+02  3.13243017E+01  1.95020251E+01 -2.67987768E+01 -7.29675165E+00  2.46500862E+01  6.11024138E+02  2.56207874E-02
  5.01593013E+02 -6.48509434E+02 -1.46916421E+02  2.79970857E+01  1.94489980E+01 -2.67810215E+01 -7.33202348E+00  2.42935426E+01  5.92881345E+02  2.52502034E-02
  4.61359272E+02 -6.61006024E+02 -1.99646752E+02 -2.33674851E+01  1.74634565E+01 -2.70921787E+01 -9.62872213E+00  2.44832314E+01  6.02799476E+02  2.54473620E-02
  4.54788020E+02 -6.39190713E+02 -1.84402693E+02 -1.08003609E+01  1.73729807E+01 -2.66043374E+01 -9.23135670E+00  2.41114350E+01  5.84924619E+02  2.50609245E-02
  4.87943665E+02 -6.60932387E+02 -1.72988722E+02  3.94445021E+00  1.85202963E+01 -2.69861782E+01 -8.46588185E+00  2.45740517E+01  6.07428276E+02  2.55417587E-02
  4.91034417E+02 -6.62858396E+02 -1.71823978E+02  5.03263694E+00  1.85733163E+01 -2.70667188E+01 -8.49340243E+00  2.45634188E+01  6.07464957E+02  2.55307071E-02
  4.65264485E+02 -6.42908002E+02 -1.77643517E+02 -4.18868961E+00  1.78807636E+01 -2.67722813E+01 -8.89151772E+00  2.40909483E+01  5.83924138E+02  2.50396310E-02
  4.80570263E+02 -6.52743415E+02 -1.72173152E+02  3.20684826E+00  1.84843266E+01 -2.68740518E+01 -8.38972514E+00  2.43583333E+01  5.96885333E+02  2.53175455E-02
  5.36052743E+02 -6.61697359E+02 -1.25644616E+02  5.22233664E+01  2.04874875E+01 -2.68522021E+01 -6.36471463E+00  2.47038865E+01  6.13725022E+02  2.56767063E-02
  5.31536734E+02 -6.50601929E+02 -1.19065195E+02  5.80649999E+01  2.02851173E+01 -2.65358726E+01 -6.25075529E+00  2.46014159E+01  6.08240796E+02  2.55702005E-02
  5.06916308E+02 -6.40569111E+02 -1.33652802E+02  4.03613649E+01  1.93406080E+01 -2.66179920E+01 -7.27738395E+00  2.41686344E+01  5.88132423E+02  2.51203763E-02
  5.17312979E+02 -6.85450449E+02 -1.68137470E+02  1.33010610E+01  1.94012260E+01 -2.72764694E+01 -7.87524340E+00  2.51997959E+01  6.37928367E+02  2.61921442E-02
  5.01632701E+02 -6.47985257E+02 -1.46352556E+02  2.86756039E+01  1.93999906E+01 -2.67366613E+01 -7.33667068E+00  2.43094667E+01  5.94036489E+02  2.52667545E-02
  4.79980264E+02 -6.79623036E+02 -1.99642772E+02 -1.89390105E+01  1.81098843E+01 -2.71516150E+01 -9.04173070E+00  2.50977447E+01  6.32389149E+02  2.60860743E-02
  5.24699572E+02 -6.71493874E+02 -1.46794302E+02  3.29793693E+01  1.98482464E+01 -2.69715329E+01 -7.12328651E+00  2.49685654E+01  6.26353882E+02  2.59518080E-02
  4.71343470E+02 -6.37725570E+02 -1.66382101E+02  6.80244495E+00  1.79814422E+01 -2.66242816E+01 -8.64283937E+00  2.40534091E+01  5.82270500E+02  2.50006136E-02
  4.38171647E+02 -6.39883491E+02 -2.01711844E+02 -2.95254372E+01  1.69234484E+01 -2.68525797E+01 -9.92913132E+00  2.39147788E+01  5.75251239E+02  2.48565241E-02
  5.28790561E+02 -6.56944439E+02 -1.28153877E+02  4.90643044E+01  2.02087023E+01 -2.67773225E+01 -6.56862018E+00  2.46136364E+01  6.09079437E+02  2.55829022E-02
  5.31708883E+02 -6.71834168E+02 -1.40125284E+02  3.97692645E+01  2.01398166E+01 -2.69680426E+01 -6.82822602E+00  2.49853540E+01  6.27201460E+02  2.59692577E-02
  5.86312807E+02 -7.05805134E+02 -1.19492327E+02  6.66795004E+01  2.16605405E+01 -2.73631376E+01 -5.70259703E+00  2.58571983E+01  6.71844784E+02  2.68754346E-02
  4.68222931E+02 -6.54077349E+02 -1.85854418E+02 -1.05261103E+01  1.78334589E+01 -2.69449905E+01 -9.11153167E+00  2.43511538E+01  5.96397735E+02  2.53100833E-02
  5.05782769E+02 -6.62588896E+02 -1.56806127E+02  2.09238114E+01  1.92768572E+01 -2.69250358E+01 -7.64817865E+00  2.46847137E+01  6.12441894E+02  2.56567784E-02
  4.47492667E+02 -6.69989806E+02 -2.22497139E+02 -4.47347495E+01  1.69257000E+01 -2.72222213E+01 -1.02965213E+01  2.46892208E+01  6.12401861E+02  2.56614630E-02
  5.16797823E+02 -6.62086920E+02 -1.45289097E+02  3.25122308E+01  1.96942899E+01 -2.68898444E+01 -7.19555448E+00  2.46946288E+01  6.13378734E+02  2.56670840E-02
  4.84030554E+02 -6.46430518E+02 -1.62399963E+02  1.13577607E+01  1.86522643E+01 -2.68797767E+01 -8.22751243E+00  2.41330172E+01  5.85754655E+02  2.50833566E-02
  5.26432039E+02 -6.51288327E+02 -1.24856288E+02  5.07982446E+01  2.02772479E+01 -2.67755854E+01 -6.49833748E+00  2.43964629E+01  5.98733144E+02  2.53571766E-02
  4.38578297E+02 -6.48073584E+02 -2.09495286E+02 -3.63913212E+01  1.69736824E+01 -2.70396382E+01 -1.00659558E+01  2.40422174E+01  5.81319609E+02  2.49889812E-02
  5.00792038E+02 -6.81935463E+02 -1.81143425E+02  7.80925271E-02  1.88234131E+01 -2.71711509E+01 -8.34773779E+00  2.51696552E+01  6.36053879E+02  2.61608166E-02
  5.07609729E+02 -6.65321867E+02 -1.57712138E+02  2.04532179E+01  1.92813960E+01 -2.69714736E+01 -7.69007761E+00  2.47451883E+01  6.15486276E+02  2.57196345E-02
  5.25283926E+02 -6.71279171E+02 -1.45995245E+02  3.35493546E+01  1.99722701E+01 -2.70008619E+01 -7.02859181E+00  2.49367500E+01  6.24638500E+02  2.59187398E-02
  4.73117824E+02 -6.34733072E+02 -1.61615248E+02  1.17167341E+01  1.81099898E+01 -2.64620848E+01 -8.35209499E+00  2.40738865E+01  5.83357205E+02  2.50218973E-02
  5.23292263E+02 -6.41611844E+02 -1.18319582E+02  5.66444880E+01  2.01405780E+01 -2.64965284E+01 -6.35595046E+00  2.43005652E+01  5.94087957E+02  2.52575025E-02
  4.49880131E+02 -6.52661932E+02 -2.02781801E+02 -2.81873160E+01  1.72110406E+01 -2.70009285E+01 -9.78988797E+00  2.42492340E+01  5.91692128E+02  2.52041500E-02
  5.64410236E+02 -6.88997186E+02 -1.24586951E+02  5.84819726E+01  2.11615439E+01 -2.71690121E+01 -6.00746824E+00  2.54262393E+01  6.49254872E+02  2.64275048E-02
  4.50446590E+02 -6.54607078E+02 -2.04160489E+02 -2.92227599E+01  1.73329537E+01 -2.70216481E+01 -9.68869439E+00  2.42969068E+01  5.93300636E+02  2.52537000E-02
  4.57389044E+02 -6.68327145E+02 -2.10938101E+02 -3.32788543E+01  1.73975022E+01 -2.71662116E+01 -9.76870935E+00  2.46748954E+01  6.11703598E+02  2.56465735E-02
  7.23059755E+02 -6.22698402E+02  1.00361353E+02  2.77044019E+02  2.82615892E+01 -2.54617654E+01  2.79982373E+00  2.45392593E+01  6.05007407E+02  2.55055962E-02
  5.08153467E+02 -6.75447376E+02 -1.67293909E+02  1.32522982E+01  1.91789907E+01 -2.70109331E+01 -7.83194234E+00  2.50758621E+01  6.31606897E+02  2.60633300E-02
  6.28547651E+02 -6.72644567E+02 -4.40969163E+01  1.40511084E+02  2.37060922E+01 -2.62768190E+01 -2.57072679E+00  2.56400000E+01  6.60128276E+02  2.66496832E-02
  7.18952953E+02 -6.70070493E+02  4.88824592E+01  2.33188059E+02  2.68012275E+01 -2.62672341E+01  5.33993428E-01  2.55980000E+01  6.58414000E+02  2.66060293E-02
  4.40042463E+02 -6.79134896E+02 -2.39092434E+02 -6.02135767E+01  1.65933555E+01 -2.74182102E+01 -1.08248547E+01  2.48442857E+01  6.19535000E+02  2.58226343E-02
  4.20006520E+02 -6.32849146E+02 -2.12842627E+02 -4.34052932E+01  1.62124316E+01 -2.70194732E+01 -1.08070416E+01  2.35329630E+01  5.57120370E+02  2.44596727E-02
  4.41756042E+02 -6.40331569E+02 -1.98575527E+02 -2.48059274E+01  1.69781035E+01 -2.66342193E+01 -9.65611578E+00  2.41346667E+01  5.85382000E+02  2.50850710E-02
  5.42211063E+02 -6.42127055E+02 -9.99159916E+01  7.46384084E+01  2.10785841E+01 -2.65797786E+01 -5.50119448E+00  2.42436667E+01  5.90463667E+02  2.51983633E-02
