# PIMCID: b2dcef60-8679-4057-b19a-17bc08d1d397
#              K               V               E            E_mu             K/N             V/N             E/N               N             N^2         density
  5.64454663E+02 -6.72847108E+02 -1.08392445E+02  7.09859160E+01  2.15047427E+01 -2.70883228E+01 -5.58358007E+00  2.49136612E+01  6.23380765E+02  2.58947418E-02
  5.71839053E+02 -7.13523459E+02 -1.41684406E+02  4.44600223E+01  2.12959862E+01 -2.76530758E+01 -6.35708953E+00  2.58533929E+01  6.71097411E+02  2.68714793E-02
  5.58421948E+02 -6.64675843E+02 -1.06253895E+02  7.18485129E+01  2.11236463E+01 -2.69798632E+01 -5.85621687E+00  2.47364455E+01  6.15260427E+02  2.57105474E-02
  4.62582276E+02 -6.39606411E+02 -1.77024136E+02 -4.04658251E+00  1.76119946E+01 -2.67312916E+01 -9.11929706E+00  2.40246602E+01  5.81178932E+02  2.49707326E-02
  5.27463170E+02 -7.00939945E+02 -1.73476775E+02  1.16158916E+01  1.96326533E+01 -2.73280874E+01 -7.69543406E+00  2.57073148E+01  6.63657685E+02  2.67196488E-02
  4.67398178E+02 -7.13215867E+02 -2.45817688E+02 -6.26239741E+01  1.71283508E+01 -2.81206223E+01 -1.09922715E+01  2.54435714E+01  6.51146099E+02  2.64455194E-02
  4.75343373E+02 -7.01922725E+02 -2.26579352E+02 -4.36156851E+01  1.75560896E+01 -2.76940396E+01 -1.01379501E+01  2.54116204E+01  6.49094954E+02  2.64123102E-02
  4.73824963E+02 -6.74795103E+02 -2.00970140E+02 -2.21683362E+01  1.76207309E+01 -2.72642697E+01 -9.64353881E+00  2.48335838E+01  6.20397861E+02  2.58115110E-02
  4.79982161E+02 -6.73152802E+02 -1.93170641E+02 -1.48838299E+01  1.82538133E+01 -2.72621636E+01 -9.00835030E+00  2.47620571E+01  6.15787314E+02  2.57371676E-02
  3.93528949E+02 -6.44932124E+02 -2.51403175E+02 -7.89761072E+01  1.49982604E+01 -2.70288000E+01 -1.20305396E+01  2.39482039E+01  5.76689078E+02  2.48912655E-02
  4.46068038E+02 -6.37002781E+02 -1.90934742E+02 -1.85194525E+01  1.69677588E+01 -2.67109836E+01 -9.74322477E+00  2.39465680E+01  5.77238284E+02  2.48895652E-02
  5.46248006E+02 -6.45270451E+02 -9.90224451E+01  7.61801181E+01  2.09795694E+01 -2.66110095E+01 -5.63144013E+00  2.43336893E+01  5.95979320E+02  2.52919310E-02
  5.10903074E+02 -6.18901853E+02 -1.07998779E+02  6.19203539E+01  1.95748002E+01 -2.63578687E+01 -6.78306855E+00  2.35998795E+01  5.61935904E+02  2.45292244E-02
  4.65663463E+02 -6.30713205E+02 -1.65049742E+02  6.64541589E+00  1.79211100E+01 -2.65513816E+01 -8.63027159E+00  2.38465497E+01  5.72526433E+02  2.47856082E-02
  4.81527624E+02 -6.38123681E+02 -1.56596057E+02  1.55428139E+01  1.86218507E+01 -2.67928474E+01 -8.17099670E+00  2.39081765E+01  5.75068412E+02  2.48496618E-02
  5.07736577E+02 -6.63686553E+02 -1.55949976E+02  2.12775173E+01  1.93791701E+01 -2.70488539E+01 -7.66968380E+00  2.46149296E+01  6.08972582E+02  2.55842463E-02
  5.13085996E+02 -6.74875251E+02 -1.61789254E+02  1.74869743E+01  1.94823556E+01 -2.71760153E+01 -7.69365974E+00  2.48994762E+01  6.23048143E+02  2.58799981E-02
  4.69366116E+02 -6.59118561E+02 -1.89752445E+02 -1.48088378E+01  1.80447770E+01 -2.72147337E+01 -9.16995672E+00  2.42977232E+01  5.93297009E+02  2.52545486E-02
  5.46501426E+02 -7.06367412E+02 -1.59865986E+02  2.46681597E+01  2.02713675E+01 -2.76340665E+01 -7.36269901E+00  2.56297425E+01  6.59703047E+02  2.66390218E-02
  5.12215035E+02 -6.69937313E+02 -1.57722278E+02  2.04169429E+01  1.95178263E+01 -2.71603730E+01 -7.64254669E+00  2.47415584E+01  6.15184935E+02  2.57158617E-02
  3.57359247E+02 -6.59605435E+02 -3.02246188E+02 -1.28598514E+02  1.36523328E+01 -2.74284221E+01 -1.37760893E+01  2.41177326E+01  5.84483895E+02  2.50674701E-02
  5.65774621E+02 -6.86896704E+02 -1.21122084E+02  6.08718256E+01  2.13379184E+01 -2.72440560E+01 -5.90613764E+00  2.52769318E+01  6.41992614E+02  2.62723177E-02
  5.09972449E+02 -6.97723646E+02 -1.87751197E+02 -4.85760018E+00  1.89970151E+01 -2.75411953E+01 -8.54418016E+00  2.54018884E+01  6.47977082E+02  2.64021950E-02
  4.46487577E+02 -6.70074103E+02 -2.23586526E+02 -4.61711523E+01  1.65563376E+01 -2.72945318E+01 -1.07381942E+01  2.46410241E+01  6.11022831E+02  2.56113684E-02
  4.55375704E+02 -6.68523010E+02 -2.13147306E+02 -3.46785621E+01  1.69654483E+01 -2.70578063E+01 -1.00923580E+01  2.47873256E+01  6.18343372E+02  2.57634311E-02
  4.85977354E+02 -6.44628653E+02 -1.58651298E+02  1.53249856E+01  1.85620230E+01 -2.67782817E+01 -8.21625870E+00  2.41633728E+01  5.87518047E+02  2.51149076E-02
  5.04796117E+02 -6.87830683E+02 -1.83034566E+02 -1.46787738E+00  1.88961045E+01 -2.73565606E+01 -8.46045610E+00  2.52175956E+01  6.38817268E+02  2.62106449E-02
  4.83868268E+02 -7.06964079E+02 -2.23095812E+02 -4.05053500E+01  1.81526875E+01 -2.79456653E+01 -9.79297778E+00  2.53597863E+01  6.45575598E+02  2.63584349E-02
  4.17421736E+02 -6.58897973E+02 -2.41476237E+02 -6.66554105E+01  1.58096562E+01 -2.72270234E+01 -1.14173673E+01  2.42806704E+01  5.93210391E+02  2.52368243E-02
  4.95392069E+02 -6.49870788E+02 -1.54478718E+02  2.09302997E+01  1.88267138E+01 -2.67732398E+01 -7.94652595E+00  2.43623636E+01  5.97191000E+02  2.53217345E-02
  5.17179399E+02 -6.63427351E+02 -1.46247952E+02  3.19435272E+01  1.96845537E+01 -2.68863676E+01 -7.20181385E+00  2.47488166E+01  6.15829290E+02  2.57234057E-02
  4.82976273E+02 -6.67717705E+02 -1.84741432E+02 -8.33821441E+00  1.85432656E+01 -2.73253505E+01 -8.78208493E+00  2.45004469E+01  6.03157095E+02  2.54652554E-02
  5.16418495E+02 -6.74160079E+02 -1.57741584E+02  2.09648703E+01  1.95703832E+01 -2.72420518E+01 -7.67166866E+00  2.48203409E+01  6.19211477E+02  2.57977466E-02
  5.69215969E+02 -6.79667870E+02 -1.10451901E+02  7.05548715E+01  2.15994891E+01 -2.71093433E+01 -5.50985419E+00  2.51398295E+01  6.34571080E+02  2.61298164E-02
  4.63601594E+02 -6.44099712E+02 -1.80498118E+02 -7.21180926E+00  1.77592438E+01 -2.68606420E+01 -9.10139818E+00  2.40675429E+01  5.82962514E+02  2.50153039E-02
  4.70689198E+02 -6.49819524E+02 -1.79130325E+02 -4.58538425E+00  1.80518623E+01 -2.68964740E+01 -8.84461170E+00  2.42423529E+01  5.90919765E+02  2.51969979E-02
  5.05629981E+02 -6.68785902E+02 -1.63155921E+02  1.48156649E+01  1.91463370E+01 -2.71456704E+01 -7.99933337E+00  2.47182759E+01  6.14328879E+02  2.56916623E-02
  4.33129617E+02 -6.33269480E+02 -2.00139862E+02 -2.88727455E+01  1.67785108E+01 -2.67187207E+01 -9.94020985E+00  2.37870996E+01  5.69397403E+02  2.47238170E-02
  4.79184576E+02 -6.14933341E+02 -1.35748765E+02  3.28958535E+01  1.88684788E+01 -2.63616395E+01 -7.49316065E+00  2.34228636E+01  5.51814409E+02  2.43452377E-02
  4.35625599E+02 -6.39529003E+02 -2.03903404E+02 -3.22576338E+01  1.67551913E+01 -2.69078294E+01 -1.01526381E+01  2.38396903E+01  5.72830310E+02  2.47784787E-02
  4.47272941E+02 -6.86142771E+02 -2.38869830E+02 -5.91987881E+01  1.68016131E+01 -2.75722516E+01 -1.07706385E+01  2.49543114E+01  6.25904611E+02  2.59369927E-02
  5.27663117E+02 -6.69622849E+02 -1.41959732E+02  3.77199136E+01  1.98105817E+01 -2.69247066E+01 -7.11412491E+00  2.49555063E+01  6.25899051E+02  2.59382347E-02
  5.25527780E+02 -6.93070937E+02 -1.67543157E+02  1.42256428E+01  1.96582678E+01 -2.75349260E+01 -7.87665820E+00  2.52456667E+01  6.40447167E+02  2.62398213E-02
  5.13781934E+02 -6.99461499E+02 -1.85679564E+02 -2.98108976E+00  1.90610895E+01 -2.76374606E+01 -8.57637117E+00  2.53747881E+01  6.47251907E+02  2.63740275E-02
  5.30576944E+02 -7.09893615E+02 -1.79316672E+02  6.10365101E+00  1.97942421E+01 -2.76234336E+01 -7.82919148E+00  2.57528226E+01  6.65495242E+02  2.67669487E-02
  3.81863516E+02 -6.09500700E+02 -2.27637184E+02 -6.24434699E+01  1.49705085E+01 -2.66991435E+01 -1.17286350E+01  2.29435714E+01  5.29183571E+02  2.38470714E-02
  4.61634426E+02 -6.52196501E+02 -1.90562076E+02 -1.71230755E+01  1.78458582E+01 -2.71788078E+01 -9.33294955E+00  2.40887500E+01  5.83938750E+02  2.50373462E-02
  5.21121731E+02 -6.99824495E+02 -1.78702764E+02  4.44405977E+00  1.97858315E+01 -2.75688281E+01 -7.78299667E+00  2.54370588E+01  6.48488824E+02  2.64387504E-02
  4.35927250E+02 -7.43529591E+02 -3.07602341E+02 -1.15744841E+02  1.55771700E+01 -2.79622001E+01 -1.23850301E+01  2.66468750E+01  7.11911875E+02  2.76962082E-02
  5.28585919E+02 -6.38110338E+02 -1.09524419E+02  6.36895814E+01  2.08158381E+01 -2.66066620E+01 -5.79082396E+00  2.40575000E+01  5.81425000E+02  2.50048656E-02
  5.67411763E+02 -7.23820689E+02 -1.56408926E+02  3.08796146E+01  2.10244638E+01 -2.78785002E+01 -6.85403646E+00  2.60122973E+01  6.78782838E+02  2.70366413E-02
  4.85174409E+02 -6.39218623E+02 -1.54044213E+02  1.91787866E+01  1.80744224E+01 -2.67192083E+01 -8.64478599E+00  2.40587500E+01  5.83033750E+02  2.50061648E-02
  4.52147895E+02 -6.46392299E+02 -1.94244404E+02 -2.02031240E+01  1.69496040E+01 -2.68471501E+01 -9.89754606E+00  2.41724000E+01  5.88597700E+02  2.51242903E-02
  4.32501135E+02 -6.32373830E+02 -1.99872695E+02 -2.94670475E+01  1.67949021E+01 -2.68220494E+01 -1.00271474E+01  2.36674510E+01  5.63362353E+02  2.45994567E-02
  6.44720480E+02 -6.45241293E+02 -5.20812938E-01  1.77373187E+02  2.47113691E+01 -2.62200431E+01 -1.50867403E+00  2.47075000E+01  6.13055000E+02  2.56804621E-02
  4.84058644E+02 -6.61877494E+02 -1.77818850E+02 -9.66964343E-01  1.82578794E+01 -2.70325975E+01 -8.77471817E+00  2.45627619E+01  6.07132000E+02  2.55300243E-02
  8.06694297E+02 -7.65181573E+02  4.15127235E+01  2.38724513E+02  2.86840261E+01 -2.80001183E+01  6.83907854E-01  2.73905263E+01  7.52454737E+02  2.84691439E-02
  3.95979278E+02 -6.80758414E+02 -2.84779136E+02 -1.05043136E+02  1.47510603E+01 -2.73415987E+01 -1.25905384E+01  2.49633333E+01  6.25682000E+02  2.59463699E-02
  5.82547893E+02 -7.15743269E+02 -1.33195376E+02  5.42886236E+01  2.13796633E+01 -2.75630526E+01 -6.18338931E+00  2.60394444E+01  6.80193889E+02  2.70648575E-02
  4.63142494E+02 -6.90911020E+02 -2.27768526E+02 -4.74364303E+01  1.74526821E+01 -2.76565383E+01 -1.02038562E+01  2.50461244E+01  6.29910239E+02  2.60324213E-02
